Geo Point;Geo Shape;annee;borne_eau;eclairage;id_ajeu;nom;nom_voie;notes;numero;photo;sev;echelle;espace_publique;numsite;nuquart;nusect;objectid
48.1279148856, -1.63706629565;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.637143223004159, 48.128128264476814], [-1.63702880156515, 48.128112602994904], [-1.637002476901444, 48.12811484551952], [-1.636994183461793, 48.12807983196135], [-1.637036406048674, 48.12804058784993], [-1.637008994349741, 48.12802665993919], [-1.637001334286171, 48.127996488279344], [-1.637027084817586, 48.12797418736136], [-1.637089570769459, 48.12800556368291], [-1.637137236454107, 48.12800097765095], [-1.637175398403548, 48.12796673218228], [-1.637154878018202, 48.1279568028264], [-1.637170494509238, 48.127942768425385], [-1.637120106982719, 48.12791845603662], [-1.637110453727583, 48.127870794404735], [-1.637076699804587, 48.12787436815739], [-1.637055124521754, 48.12786294503614], [-1.637040468775179, 48.127877216408464], [-1.636996423715904, 48.127856739910506], [-1.636985497432451, 48.12781002162601], [-1.636951815855663, 48.12781278329052], [-1.636948110791869, 48.12779580203405], [-1.636902149264529, 48.12779979038244], [-1.636884345854088, 48.12780444475306], [-1.636871927697866, 48.12781630030742], [-1.636869393098167, 48.12783259241757], [-1.636835574143599, 48.12781753155811], [-1.636677604809391, 48.12783422649253], [-1.636657316985205, 48.127852290274205], [-1.636614679444549, 48.12783086576731], [-1.636693254255841, 48.12775833697181], [-1.63669409976116, 48.12775884891978], [-1.636713166414853, 48.127740646039065], [-1.636732749588013, 48.12772215562406], [-1.636735027533752, 48.12772027792922], [-1.636750377535802, 48.127708053710755], [-1.636754205078173, 48.12770531342207], [-1.636759111400956, 48.12770262605668], [-1.636763671726005, 48.12770067076992], [-1.636769671718254, 48.12769821683675], [-1.636774393161874, 48.12769661637249], [-1.636779006016439, 48.12769537980147], [-1.636782050412858, 48.12769473627172], [-1.636785913378498, 48.12769424535806], [-1.636788865336076, 48.12769414527902], [-1.636791829420574, 48.12769422491956], [-1.636804567535336, 48.127695503586146], [-1.636813274912297, 48.127696829408144], [-1.636817924534316, 48.127697842157566], [-1.636820816382802, 48.12769873474664], [-1.636827182530882, 48.127701129877195], [-1.636871998821362, 48.12772113022664], [-1.636880998792009, 48.12772811811342], [-1.636886445910628, 48.12773612684254], [-1.63689402965808, 48.12777242416829], [-1.636961600601224, 48.1277660842491], [-1.637018085281826, 48.12779100057882], [-1.637335990475296, 48.1278192165466], [-1.637348091211147, 48.1278814709963], [-1.637297422923942, 48.12788723870376], [-1.637301247996273, 48.127905836992305], [-1.637227344502811, 48.127972535566485], [-1.637235180232592, 48.12801215477619], [-1.637257900062212, 48.12802272979541], [-1.637302460724593, 48.12801797874256], [-1.637315939275408, 48.12808423864418], [-1.637248985964906, 48.12814502909793], [-1.637191073016753, 48.12815104287121], [-1.637143223004159, 48.128128264476814]]]]}";0;;;168;GS-EPI JEAN ROSTAND;;;0633AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/063301.jpg;Equipe 22;500;NON;0633;6;22;287
48.0895874795, -1.67646466661;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.676555414353372, 48.08946259185137], [-1.676627949484554, 48.08944624227875], [-1.676648875574727, 48.0894880243858], [-1.676625425696685, 48.08951007640324], [-1.676587321653559, 48.08955144908692], [-1.67655453118665, 48.089595519634116], [-1.676539022283421, 48.089624773415764], [-1.676520297271364, 48.08965062583051], [-1.676493882081044, 48.089670798078586], [-1.676463371595319, 48.08968660903634], [-1.676427304518923, 48.08969828846199], [-1.676367470606536, 48.089706729567816], [-1.676281532136928, 48.08971120294568], [-1.67626671361111, 48.08968253706618], [-1.676299195040329, 48.08966260734125], [-1.676322761947577, 48.08964208156861], [-1.676338445031625, 48.08962569803407], [-1.676374060721993, 48.08957108533453], [-1.676408067462937, 48.08953237452523], [-1.676453567846159, 48.08950164454748], [-1.676505106687787, 48.08947962105706], [-1.676530985942791, 48.089471801857215], [-1.676555414353372, 48.08946259185137]]]]}";0;;;264;PROMENADE DU CANUT SUD;;;0616AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/061601.jpg;Equipe 28;500;OUI;0616;12;28;193
48.1109109689, -1.69649406001;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.696507233911987, 48.110954389713484], [-1.696449603187063, 48.11094799774799], [-1.696456404218448, 48.110915710606044], [-1.696434807971524, 48.11091285140728], [-1.696438402857012, 48.11089661114046], [-1.69645928732866, 48.1108989533522], [-1.696466873988688, 48.110866369199066], [-1.696524039277187, 48.11087196558034], [-1.696523307669681, 48.11087820396044], [-1.696544037577653, 48.11088028214366], [-1.696543353678132, 48.110884710091575], [-1.696539967916434, 48.11090540310785], [-1.696535491034749, 48.11092838710485], [-1.696530424198202, 48.11094999040289], [-1.696509334213139, 48.11094846487353], [-1.696507233911987, 48.110954389713484]]]]}";0;;;65;PARC DU DOMAINE SAINT CYR;;;0450AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/045001.jpg;Equipe 16;500;OUI;0450;3;16;29
48.120103214, -1.65859325642;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.658538192663055, 48.120055412855535], [-1.658638296473095, 48.120020161311906], [-1.658688037755184, 48.1200295555426], [-1.658666768428605, 48.12008412209271], [-1.658619956293313, 48.12010336380098], [-1.658668084252819, 48.120159867707684], [-1.658654780754729, 48.120166483365594], [-1.658637690687994, 48.120173742588044], [-1.658628016956108, 48.120177666612925], [-1.658617384830993, 48.12017905603474], [-1.658601240236988, 48.12017857920161], [-1.658551212661928, 48.1201684603603], [-1.658495597304155, 48.12015856063799], [-1.658538192663055, 48.120055412855535]]]]}";0;;;161;STADE COURTEMANCHE;;;0638AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/063801.jpg;Equipe 04;500;OUI;0638;6;4;31
48.1020226252, -1.70454723623;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.704405499055726, 48.1020381034398], [-1.704389789477899, 48.10199983791988], [-1.704508888072917, 48.10197880472436], [-1.704506704557814, 48.10196606068094], [-1.704516297637023, 48.10196492289361], [-1.704535219814108, 48.10196279148169], [-1.704535547943767, 48.10196361607215], [-1.704536131002814, 48.1019712028629], [-1.704540252304182, 48.101998613129716], [-1.704561117280784, 48.10200248640373], [-1.704563261631947, 48.10200241216512], [-1.704561528097218, 48.101969337214705], [-1.704662059506177, 48.10194984494398], [-1.704662145001397, 48.101949454875154], [-1.704661908916988, 48.10194786959785], [-1.704690068751956, 48.101943476821305], [-1.704690700955418, 48.101943608640106], [-1.704712908685506, 48.101995813059794], [-1.704674263848128, 48.102003718486586], [-1.704657275504184, 48.10203455717525], [-1.70466767929136, 48.102056258704025], [-1.704594991509898, 48.10207073949339], [-1.704434738036659, 48.10210201464571], [-1.704426250367237, 48.10208600980695], [-1.704405499055726, 48.1020381034398]]]]}";0;;;149;CITE DE L'ECOLE;;;0658AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/065801.jpg;Equipe 12;500;OUI;0658;9;12;131
48.1151078937, -1.6717495283;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.67168993664787, 48.11514536081215], [-1.671694012011311, 48.1151264935448], [-1.671662394999903, 48.115122712224306], [-1.671675616964232, 48.11506508689896], [-1.671841819581747, 48.11508290579128], [-1.671828499130621, 48.115133961841046], [-1.67179980344441, 48.11514556747651], [-1.67175564573672, 48.11514131441468], [-1.671754669109661, 48.11515143165477], [-1.67168993664787, 48.11514536081215]]]]}";0;;;140;GROUPE SCOLAIRE JEAN ZAY;;;0589AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/058901.jpg;Equipe 01;500;NON;0589;2;1;256
48.1410916678, -1.66562115129;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.66574450460678, 48.140971014508786], [-1.665759572778384, 48.14096572872642], [-1.665767571937973, 48.1409771604592], [-1.665825056067915, 48.14108198240577], [-1.665628688124245, 48.141179616748566], [-1.665606483626288, 48.14118658675133], [-1.665577060019796, 48.141192362754964], [-1.665549528766325, 48.14119474250545], [-1.665525859713954, 48.14119482921457], [-1.665477638614498, 48.14118341925475], [-1.66546194220896, 48.141180442521076], [-1.665411394581092, 48.1411649702891], [-1.665420546160337, 48.14115088234216], [-1.665422330038603, 48.14114604970279], [-1.665429099511019, 48.14112718181529], [-1.665432994966827, 48.1411112021339], [-1.665434980388286, 48.14109663888249], [-1.665435531185273, 48.141077351881094], [-1.665522299591503, 48.14105440459167], [-1.665543587732033, 48.141049536993755], [-1.665590584432542, 48.14103073716937], [-1.665590579771561, 48.1410183126385], [-1.66574450460678, 48.140971014508786]]]]}";0;;;32;PARC DE LA TAUVRAIS;;;0649AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/064901.jpg;Equipe 36;500;OUI;0649;5;36;322
48.1175620374, -1.68152495441;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.681459272123049, 48.117554409756956], [-1.681473936091441, 48.117526355197214], [-1.681479032390668, 48.117529692559394], [-1.68148739949192, 48.11752481321304], [-1.681499677465395, 48.11752007110715], [-1.68151270309236, 48.11751809460162], [-1.681521895441538, 48.117516968879094], [-1.681531585596874, 48.11751708709958], [-1.68154500669343, 48.117518517678604], [-1.681555989271208, 48.11752147303265], [-1.681565451889947, 48.11752565085066], [-1.681575870521457, 48.11753177662055], [-1.681581498607206, 48.11753680617571], [-1.68158622982571, 48.117542406581215], [-1.681590285445783, 48.11754974022802], [-1.681592255354853, 48.117556155888614], [-1.68159247446102, 48.117562541004766], [-1.681591898950434, 48.11756733292928], [-1.681590260341961, 48.11757405138276], [-1.681586329008838, 48.117580669444074], [-1.681580915095674, 48.117587246941994], [-1.681574655560393, 48.11759331461569], [-1.681567467172218, 48.11759779275994], [-1.681560833770175, 48.11760072098579], [-1.681554567434096, 48.117603186432866], [-1.681544384828694, 48.11760542565299], [-1.681531216957774, 48.117607317844424], [-1.681522634065301, 48.117607612292694], [-1.681514123950272, 48.11760709280905], [-1.681509494792464, 48.11760635135332], [-1.681491586839308, 48.11760075213396], [-1.681486580408633, 48.11759858251237], [-1.681473463194001, 48.117590568908284], [-1.681464640700782, 48.11758420784708], [-1.681459693695171, 48.11757753493047], [-1.681456163158695, 48.11756829214937], [-1.68145654673209, 48.117560985927994], [-1.681459272123049, 48.117554409756956]]]]}";0;;;129;SQUARE TANNOU;;;0615AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/061503.jpg;Equipe 27;500;OUI;0615;1;27;128
48.0894357365, -1.64129517292;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.641147159665325, 48.08934390193868], [-1.641261528703468, 48.08929239097222], [-1.641274272383403, 48.08930987578929], [-1.641292100522876, 48.08932349700955], [-1.641305881477878, 48.089331582502474], [-1.641317818379342, 48.08933838006918], [-1.641460770979154, 48.08943211950866], [-1.641490416451213, 48.08944741068494], [-1.641444213199224, 48.089506422214036], [-1.641413881730351, 48.089531851177874], [-1.641391630540078, 48.089546832301394], [-1.64136449118306, 48.08955936802882], [-1.641350171388084, 48.08956372621468], [-1.64132708250244, 48.089564059397716], [-1.64130390278508, 48.08956142457188], [-1.641276215051292, 48.08955426107935], [-1.641262315912612, 48.08954996026993], [-1.641237956100619, 48.08953881218302], [-1.64121697193576, 48.08952610862029], [-1.641202344958984, 48.08951039833048], [-1.64120194135901, 48.089494385800926], [-1.641202422242438, 48.08946519750243], [-1.641201216048535, 48.08945101227957], [-1.641195009555409, 48.08944356971676], [-1.641185285272024, 48.089437597357744], [-1.641085777791253, 48.08937812826459], [-1.641147159665325, 48.08934390193868]]]]}";0;;;333;SQUARE DU GENERAL C. DELESTRAINT;;;0663AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/066301.jpg;Equipe 33;500;OUI;0663;7;33;308
48.0961113342, -1.63817594419;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.638043629850543, 48.09603492386726], [-1.638292921068668, 48.09602386040061], [-1.638307635153675, 48.096188398415734], [-1.638059065629096, 48.09619835690986], [-1.638043629850543, 48.09603492386726]]]]}";0;;;177;SQUARE HAREL DE LA NOE;;;0776AJEUX01;;Equipe 06;500;OUI;0776;7;6;268
48.0907045134, -1.66937359856;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.669322275764565, 48.090678200306186], [-1.669349181800482, 48.09062559832684], [-1.669469507559383, 48.09063891610394], [-1.669406417528694, 48.09077906308786], [-1.669271880278296, 48.09077005121287], [-1.669322275764565, 48.090678200306186]]]]}";0;;;228;JARDIN DE LA BINQUENAIS;;;0773AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/077301.jpg;Equipe 24;500;OUI;0773;8;24;174
48.0936796554, -1.680905734;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.680760423361811, 48.0935427468442], [-1.680776946714119, 48.093537938005255], [-1.680798057092924, 48.09353792173313], [-1.680812959752366, 48.09353953240418], [-1.680834823514707, 48.09354939011689], [-1.680866404683986, 48.09357588791523], [-1.680933452655784, 48.093624507293235], [-1.680971943252747, 48.09365854776224], [-1.681090708233774, 48.09374853169622], [-1.68111702532463, 48.0937752095771], [-1.681123756605798, 48.09379648657476], [-1.681116833748674, 48.09380757516953], [-1.68110632682224, 48.0938178392645], [-1.681091679632402, 48.093824914548605], [-1.681074720314698, 48.09382810662539], [-1.681057070327257, 48.093827541389615], [-1.680764091653835, 48.0938102101046], [-1.680755726446675, 48.09380977673143], [-1.680744475995898, 48.09380854175093], [-1.680728009057809, 48.09380586481516], [-1.680712034284886, 48.09380082953256], [-1.680682043856449, 48.09378826158433], [-1.68066597748842, 48.093776746755864], [-1.680655341345477, 48.093765946117344], [-1.680645868069153, 48.093749253719835], [-1.680638715107509, 48.093733021899595], [-1.680635006271362, 48.09371613170732], [-1.680636518693109, 48.09369897212802], [-1.680642336971184, 48.09367889612118], [-1.680651872413309, 48.09366951684457], [-1.680748113111072, 48.09354741204454], [-1.680760423361811, 48.0935427468442]]], [[[-1.680869814273364, 48.09353758381673], [-1.680868682767795, 48.09352277198667], [-1.681163581868348, 48.093543689422695], [-1.681140483351259, 48.09371420443584], [-1.68113128959569, 48.09372592526428], [-1.681113308433296, 48.093726542227024], [-1.6810980302512, 48.09371999364791], [-1.681062291751322, 48.09369434553052], [-1.681003881369444, 48.09364825971241], [-1.680972354654541, 48.093622467077786], [-1.68092644145123, 48.09358797468722], [-1.680881741877649, 48.09355556120785], [-1.680869814273364, 48.09353758381673]]]]}";0;;;360;SQUARE CHARLES DULLIN;;;0718AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/071801.jpg;Equipe 34;500;OUI;0718;12;34;181
48.1375942472, -1.67086680264;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.670761678133798, 48.137512245004636], [-1.670843097934496, 48.13746329853652], [-1.670855207393868, 48.137472158121994], [-1.670880917939772, 48.13745651427649], [-1.671012860719131, 48.13755338827771], [-1.670975553850077, 48.13771059080911], [-1.670973163214215, 48.13771023644153], [-1.670843669896862, 48.1376949417394], [-1.670781690996391, 48.137687910472266], [-1.670709963242153, 48.13767909890787], [-1.670761823850707, 48.137512352622544], [-1.670761678133798, 48.137512245004636]]]]}";0;;;33;RUES P. NERUDA/J. WRESINSKY;;;0938AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/093801.jpg;Equipe 36;500;OUI;0938;5;36;307
48.1263838474, -1.63993843975;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.63981165569506, 48.12632753033304], [-1.639808938562242, 48.12630583375444], [-1.639780662376873, 48.12630715281839], [-1.639780667691193, 48.12630709223401], [-1.639878324313365, 48.12630236523763], [-1.639966136820894, 48.12629745320793], [-1.640068628975068, 48.126292366085465], [-1.640068687738002, 48.12629243579847], [-1.640073272590743, 48.126326404048115], [-1.640081488435197, 48.126390591034315], [-1.640092027155362, 48.12646415249134], [-1.640105883713364, 48.12646422241433], [-1.640106502218203, 48.12647239517049], [-1.640100075079202, 48.12648521772822], [-1.640091834408678, 48.12649540130179], [-1.64006175838304, 48.126508485000954], [-1.639953962944771, 48.12655373567047], [-1.639865681681911, 48.12658851099159], [-1.639835424145295, 48.12652273078828], [-1.639815893241212, 48.126449384295945], [-1.639810649311944, 48.126422731182444], [-1.639801534454423, 48.12635731448875], [-1.639800193290837, 48.126328909088265], [-1.63981165569506, 48.12632753033304]]], [[[-1.639981253967254, 48.12619969268517], [-1.640037187438457, 48.126195996358014], [-1.64004545203201, 48.12626438925979], [-1.639783174100738, 48.126278878525646], [-1.639783205534425, 48.12627852494905], [-1.639788927433294, 48.12623682533949], [-1.639794669250402, 48.12620781884612], [-1.639981253967254, 48.12619969268517]]]]}";0;;;170;FERME DU GALLET;;;1056AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/105601.jpg;Equipe 22;500;OUI;1056;6;22;295
